subject,dataset,comparison,component,gain_nats,gain_bits
epilepsiae_548,epilepsiae,fir_minus_selected_linear,event_contact_contribution_nll,-0.05635678768157959,-0.0813056581086471
epilepsiae_548,epilepsiae,fir_minus_selected_linear,event_continue_nll,0.010253570973873097,0.014792775995409737
epilepsiae_548,epilepsiae,fir_minus_selected_linear,event_stop_contribution_nll,-0.018505662679672297,-0.02669802777632719
epilepsiae_548,epilepsiae,fir_minus_selected_linear,event_terminal_stop_nll,-0.08211541175842285,-0.11846749732443193
epilepsiae_548,epilepsiae,fir_minus_selected_linear,event_total_nll,-0.08226871490478582,-0.11868866701344245
epilepsiae_548,epilepsiae,retrained_minus_frozen_unordered,event_contact_choice_nll,0.0062220096588134766,0.008976462479133434
epilepsiae_548,epilepsiae,retrained_minus_frozen_unordered,event_contact_contribution_nll,0.005607128143310547,0.008089375965983067
epilepsiae_548,epilepsiae,retrained_minus_frozen_unordered,event_continue_nll,-0.0256615355610847,-0.03702177009557268
epilepsiae_548,epilepsiae,retrained_minus_frozen_unordered,event_stop_contribution_nll,-0.008811175823211614,-0.012711839664548126
epilepsiae_548,epilepsiae,retrained_minus_frozen_unordered,event_terminal_stop_nll,0.3841128945350647,0.5541577680872433
epilepsiae_548,epilepsiae,retrained_minus_frozen_unordered,event_total_nll,0.03412222862243608,0.04922797001766798
epilepsiae_583,epilepsiae,fir_minus_retrained_unordered,event_contact_choice_nll,-0.0034378767013549805,-0.004959807668232538
epilepsiae_583,epilepsiae,fir_minus_retrained_unordered,event_contact_contribution_nll,-0.002139925956725852,-0.0030872605656379576
epilepsiae_583,epilepsiae,fir_minus_retrained_unordered,event_continue_nll,0.024363078176975306,0.0351484920667124
epilepsiae_583,epilepsiae,fir_minus_retrained_unordered,event_stop_contribution_nll,0.004383802413940374,0.006324490002828845
epilepsiae_583,epilepsiae,fir_minus_retrained_unordered,event_terminal_stop_nll,-0.0785750150680542,-0.11335978457645737
epilepsiae_583,epilepsiae,fir_minus_retrained_unordered,event_total_nll,-0.009207367897033691,-0.013283424004690752
epilepsiae_583,epilepsiae,fir_minus_selected_linear,event_contact_choice_nll,0.015614748001098633,0.02252731950591585
epilepsiae_583,epilepsiae,fir_minus_selected_linear,event_contact_contribution_nll,0.01251363754272461,0.01805336282637075
epilepsiae_583,epilepsiae,fir_minus_selected_linear,event_continue_nll,0.0586517974734306,0.08461665735414216
epilepsiae_583,epilepsiae,fir_minus_selected_linear,event_stop_contribution_nll,-0.0363911986351014,-0.052501401802866006
epilepsiae_583,epilepsiae,fir_minus_selected_linear,event_terminal_stop_nll,-0.4716476202011106,-0.6804436827112236
epilepsiae_583,epilepsiae,fir_minus_selected_linear,event_total_nll,-0.023877739906311035,-0.034448296950471434
epilepsiae_583,epilepsiae,retrained_minus_frozen_unordered,event_contact_choice_nll,0.013406157493591309,0.019340996933380598
epilepsiae_583,epilepsiae,retrained_minus_frozen_unordered,event_contact_contribution_nll,0.010969161987304688,0.0158251556017922
epilepsiae_583,epilepsiae,retrained_minus_frozen_unordered,event_continue_nll,-0.0132311321794987,-0.019088488780709158
