seed,i,j,angle_deg,aspect_ratio,status,exact_noop,passes,budget_error_max,zero_denominator,edge_ratio_p01,edge_ratio_p50,edge_ratio_p99,effective_source_median_ratio,effective_source_p05_ratio,targets_effective_ratio_below_0p5,topology_unchanged,gaba_unchanged,achieved_angle_deg,achieved_aspect_ratio,weighted_rms_distance_mm,axial_anisotropy
2511,5,9,-32.80538396505847,2.125,OK,False,True,1.6825651982799172e-11,False,0.3661479829550165,0.9311614196161953,2.196641814065412,0.8663511275223561,0.8105736950807417,0,True,True,144.58077977181242,2.1112529277351606,1.7248510161048065,0.6335243781351837
2511,5,10,-32.80538396505847,2.25,OK,False,True,1.546140993013978e-11,False,0.32776442151109486,0.9167211021555972,2.3520781763471335,0.8411829362099295,0.7788111846737049,0,True,True,144.8905157853322,2.2699367733667106,1.7626949039646571,0.6749348586363026
2511,5,11,-32.80538396505847,2.375,OK,False,True,1.5006662579253316e-11,False,0.28623851700678293,0.897881408256189,2.5471988083466184,0.8097168947699398,0.7395757407294065,0,True,True,145.1415055131484,2.430775980415392,1.8002722138944804,0.7105087579041763
2511,5,12,-32.80538396505847,2.5,OK,False,False,1.4551915228366852e-11,False,0.24605363668136723,0.8758525206793271,2.7696110841320936,0.7741817613813263,0.695536159488944,0,True,True,145.34928229688782,2.593437674845694,1.8373571989157016,0.7411311189116196
2511,5,13,-32.80538396505847,2.625,OK,False,False,1.5916157281026244e-11,False,0.20945104441029752,0.8516917110951945,3.010719276073486,0.7364683093444571,0.6496135487330941,5,True,True,145.52421929987446,2.7576212108224802,1.8737879731077982,0.7675628019279589
2511,5,14,-32.80538396505847,2.75,OK,False,False,1.4097167877480388e-11,False,0.177317430642403,0.82607749956029,3.264618232664418,0.697938839105452,0.6030759877674858,31,True,True,145.67353722803603,2.9230543875153288,1.9094518421944213,0.7904496803173331
2511,5,15,-32.80538396505847,2.875,OK,False,False,1.4097167877480388e-11,False,0.14957579310963406,0.7994430002880841,3.5282320048073035,0.6596375867885671,0.557452862945217,174,True,True,145.80243686939536,3.0894903892709538,1.9442735847375996,0.8103357686982838
2511,5,16,-32.80538396505847,3.0,OK,False,False,1.5006662579253316e-11,False,0.12595853329534987,0.7721882341850799,3.797399680534781,0.622138915015277,0.5138654246350359,1024,True,True,145.91477223057385,3.2567051074690645,1.9782062024447349,0.8276772431819873
2511,6,0,-30.30538396505847,1.0,OK,False,False,1.6825651982799172e-11,False,0.05460931379698811,0.6508924927390443,5.05815736000637,0.46736602822952483,0.3445232941770217,25366,True,True,67.76208995569495,1.2233847367185386,1.4711025928627195,0.19893304740197007
2511,6,1,-30.30538396505847,1.125,OK,False,False,1.4551915228366852e-11,False,0.09621075285057545,0.7374242393614348,4.176503701505575,0.5703392862258558,0.45994907118083045,3787,True,True,82.57817051626962,1.0833220803551602,1.4787120511645333,0.07986188331311717
